ProteinID	Annotation	IPR	GO	Superfamily	Transcript	TPM	Expression	Total_Peptide	Unique_Peptide
g9922.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9923.t1	73 kDa paraflagellar rod protein	IPR007824	GO:0005516,GO:0031514	None	False	None	False	None	None
g9924.t1	73 kDa paraflagellar rod protein	IPR007824	GO:0005516,GO:0031514	None	False	None	False	None	None
g9925.t1	73 kDa paraflagellar rod protein	IPR007824	GO:0005516,GO:0031514	None	False	None	False	None	None
g9926.t1	73 kDa paraflagellar rod protein	IPR007824	GO:0005516,GO:0031514	None	False	None	False	None	None
g9927.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9928.t1	hypothetical protein	IPR017941,IPR036922	GO:0051537	SSF50022,SSF55961	False	None	False	None	None
g9929.t1	1-carboxy-3-chloro-3,4-dihydroxycyclo hexa-1,5-diene dehydrogenase	IPR000683,IPR004104,IPR036291	GO:0000166	SSF51735,SSF55347	False	None	False	None	None
g9930.t1	Nicotinate-nucleotide pyrophosphorylase [carboxylating]	IPR002638,IPR004393,IPR022412,IPR027277,IPR036068	GO:0004514,GO:0009435,GO:0016763	SSF51690,SSF54675	False	None	False	None	None
g9931.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9932.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9933.t1	4,5-dihydroxyphthalate decarboxylase	IPR015168	None	SSF53850	False	None	False	None	None
g9934.t1	Putative tartrate transporter	IPR011701,IPR020846,IPR036259	GO:0022857,GO:0055085	SSF103473	False	None	False	None	None
g9935.t1	Phthalate 4,5-dioxygenase oxygenase reductase subunit	IPR000951,IPR001041,IPR006058,IPR008333,IPR017927,IPR017938,IPR036010,IPR039261	GO:0009055,GO:0016491,GO:0051536,GO:0051537	SSF52343,SSF54292,SSF63380	False	None	False	None	None
g9936.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9937.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9938.t1	hypothetical protein	IPR000572,IPR036374	None	SSF56524	False	None	False	None	None
g9939.t1	Mercuric resistance operon regulatory protein	IPR000551,IPR009061,IPR011794,IPR015358	GO:0003677,GO:0006355,GO:0045340,GO:0046689	SSF46955	False	None	False	None	None
g9940.t1	Mercuric transport protein MerT	IPR003457	GO:0015097,GO:0015694,GO:0016020	None	False	None	False	None	None
g9941.t1	Mercuric reductase	IPR001100,IPR004099,IPR006121,IPR012999,IPR016156,IPR017969,IPR021179,IPR023753,IPR036163,IPR036188	GO:0016152,GO:0016491,GO:0016668,GO:0045340,GO:0045454,GO:0046872,GO:0050660,GO:0050661,GO:0050787	SSF51905,SSF55008,SSF55424	False	None	False	None	None
g9942.t1	Transposon Tn21 modulator protein	IPR001633,IPR021767,IPR035919	None	SSF141868	False	None	False	None	None
g9943.t1	Transposase for transposon Tn3926	IPR002513,IPR025296	GO:0004803,GO:0006313	None	False	None	False	None	None
g9944.t1	Transposase InsC for insertion element IS2A/D/F/H/I/K	IPR002514,IPR009057	GO:0003677,GO:0004803,GO:0006313	SSF46689	False	None	False	None	None
g9945.t1	Transposase InsD for insertion element IS2-9	IPR001584,IPR012337	GO:0015074	SSF53098	False	None	False	None	None
g9946.t1	L-lactate permease	IPR003804	GO:0005887,GO:0015129,GO:0015727	None	False	None	False	None	None
g9947.t1	Lactate utilization protein B	IPR003741,IPR004452,IPR017896,IPR017900,IPR024569,IPR037171	GO:0019516	SSF100950,SSF54862	False	None	False	None	None
g9948.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9949.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9950.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9951.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9952.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9953.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9954.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9955.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9956.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9957.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9958.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9959.t1	Probable ABC transporter phosphonate/phosphite binding protein PhnD2	IPR005770	GO:0043190,GO:0055085	SSF53850	False	None	False	None	None
g9960.t1	hypothetical protein	IPR006139,IPR006140,IPR029752,IPR029753,IPR036291	GO:0016616,GO:0051287	SSF51735,SSF52283	False	None	False	None	None
g9961.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9962.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9963.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9964.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9965.t1	Sensor histidine kinase CusS	IPR003594,IPR003660,IPR003661,IPR004358,IPR005467,IPR006290,IPR036097,IPR036890	GO:0000155,GO:0000160,GO:0004673,GO:0007165,GO:0016020,GO:0016021,GO:0016310,GO:0016772	SSF47384,SSF55874	False	None	False	None	None
g9966.t1	Transcriptional regulatory protein CusR	IPR001789,IPR001867,IPR006291,IPR011006,IPR016032,IPR039420	GO:0000160,GO:0003677,GO:0006355	SSF46894,SSF52172	False	None	False	None	None
g9967.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9968.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9969.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9970.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9971.t1	SfII prophage-derived bactoprenol glucosyl transferase	IPR001173,IPR029044	None	SSF53448	False	None	False	None	None
g9972.t1	Probable cadmium-transporting ATPase	IPR001757,IPR006121,IPR008250,IPR018303,IPR023298,IPR027256,IPR036163,IPR036412,IPR044492	GO:0005524,GO:0006812,GO:0016021,GO:0016887,GO:0019829,GO:0046872	SSF55008,SSF56784,SSF81653,SSF81665	False	None	False	None	None
g9973.t1	Flagellar basal body rod protein FlgB	IPR001444,IPR006300	GO:0030694,GO:0071973	None	False	None	False	None	None
g9974.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9975.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9976.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9977.t1	hypothetical protein	IPR003594,IPR003660,IPR003661,IPR004358,IPR005467,IPR006290,IPR036097,IPR036890	GO:0000155,GO:0000160,GO:0004673,GO:0007165,GO:0016020,GO:0016021,GO:0016310,GO:0016772	SSF47384,SSF55874	False	None	False	None	None
g9978.t1	Transcriptional activator protein IrlR	IPR001789,IPR001867,IPR006291,IPR011006,IPR039420	GO:0000160,GO:0003677,GO:0006355	SSF52172	False	None	False	None	None
g9979.t1	Cation efflux system protein CzcD	IPR002524,IPR027469,IPR036837	GO:0006812,GO:0008324,GO:0016021,GO:0055085	SSF160240,SSF161111	False	None	False	None	None
g9980.t1	Cobalt-zinc-cadmium resistance protein CzcA	IPR001036,IPR004763,IPR027463	GO:0006812,GO:0008324,GO:0016020,GO:0016021,GO:0022857,GO:0055085	SSF82693,SSF82714,SSF82866	False	None	False	None	None
g9981.t1	Cation efflux system protein CzcB	IPR005695,IPR006143,IPR032317,IPR043602	GO:0016020,GO:0022857,GO:0030001,GO:0046873,GO:0055085	SSF111369	False	None	False	None	None
g9982.t1	Nickel-cobalt-cadmium resistance protein NccN	IPR007318	None	None	False	None	False	None	None
g9983.t1	Protein MgtC	IPR003416	GO:0016020	None	False	None	False	None	None
g9984.t1	Phosphoglucomutase	IPR005841,IPR005843,IPR005844,IPR005845,IPR005846,IPR016055,IPR016066,IPR036900	GO:0000287,GO:0005975,GO:0016868,GO:0071704	SSF53738,SSF55957	False	None	False	None	None
g9985.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9986.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9987.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9988.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9989.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9990.t1	hypothetical protein	IPR000682,IPR029063	GO:0004719,GO:0006464	SSF53335	False	None	False	None	None
g9991.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9992.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9993.t1	Undecaprenyl-diphosphatase	IPR003824	GO:0016020,GO:0016311,GO:0050380	None	False	None	False	None	None
g9994.t1	NADPH dehydrogenase	IPR001155,IPR044152	GO:0003959,GO:0010181,GO:0016491,GO:0050661	SSF51395	False	None	False	None	None
g9995.t1	tRNA (guanine-N(7)-)-methyltransferase	IPR003358,IPR029063	GO:0006400,GO:0008176	SSF53335	False	None	False	None	None
g9996.t1	hypothetical protein	None	None	None	False	None	False	None	None
g9997.t1	hypothetical protein	IPR000873,IPR005914,IPR020845,IPR032387	GO:0006629,GO:0030729	SSF56801	False	None	False	None	None
g9998.t1	Glutarate-semialdehyde dehydrogenase	IPR010102,IPR015590,IPR016160,IPR016161	GO:0009013,GO:0009450,GO:0016491	SSF53720	False	None	False	None	None
g9999.t1	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	IPR002830	GO:0016831	SSF143968,SSF50475	False	None	False	None	None
g10000.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10001.t1	hypothetical protein	IPR004838,IPR004839,IPR015424	GO:0003824,GO:0009058,GO:0030170	SSF53383	False	None	False	None	None
g10002.t1	Transcription antitermination protein NusB	IPR006027,IPR011605,IPR035926	GO:0003723,GO:0006353,GO:0006355	SSF48013	False	None	False	None	None
g10003.t1	6,7-dimethyl-8-ribityllumazine synthase	IPR002180,IPR034964,IPR036467	GO:0000906,GO:0009231,GO:0009349	SSF52121	False	None	False	None	None
g10004.t1	3,4-dihydroxy-2-butanone 4-phosphate synthase	IPR000422,IPR017945,IPR032677,IPR036144	GO:0008686,GO:0009231	SSF142695,SSF55821	False	None	False	None	None
g10005.t1	Riboflavin synthase	IPR001783,IPR017938,IPR026017	None	SSF63380	False	None	False	None	None
g10006.t1	Riboflavin biosynthesis protein RibD	IPR002125,IPR002734,IPR004794,IPR011549,IPR016192,IPR016193,IPR024072	GO:0003824,GO:0008270,GO:0008703,GO:0008835,GO:0009231,GO:0016787,GO:0050661	SSF53597,SSF53927	False	None	False	None	None
g10007.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10008.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10009.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10010.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10011.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10012.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10013.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10014.t1	Transcriptional repressor NrdR	IPR003796,IPR005144	GO:0008270,GO:0045892	None	False	None	False	None	None
g10015.t1	Serine hydroxymethyltransferase 1	IPR001085,IPR015424,IPR019798,IPR039429	GO:0004372,GO:0019264,GO:0030170,GO:0035999	SSF53383	False	None	False	None	None
g10016.t1	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	IPR002347,IPR020904,IPR036291	GO:0016491	SSF51735	False	None	False	None	None
g10017.t1	Tol-Pal system protein TolQ	IPR002898,IPR014163	GO:0016021,GO:0043213	None	False	None	False	None	None
g10018.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10019.t1	hypothetical protein	IPR006260,IPR014161	GO:0016021,GO:0019534,GO:0043213	SSF74653	False	None	False	None	None
g10020.t1	Tol-Pal system protein TolB	IPR007195,IPR011659,IPR014167	GO:0015031,GO:0017038,GO:0042597	SSF52964,SSF69304	False	None	False	None	None
g10021.t1	Peptidoglycan-associated lipoprotein	IPR006664,IPR006665,IPR006690,IPR014169,IPR036737,IPR039001	GO:0009279,GO:0016021,GO:0051301	SSF103088	False	None	False	None	None
g10022.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10023.t1	7-cyano-7-deazaguanine synthase	IPR018317	None	SSF52402	False	None	False	None	None
g10024.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10025.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10026.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10027.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10028.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10029.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10030.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10031.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10032.t1	hypothetical protein	IPR002173,IPR011611,IPR029056	GO:0016773	SSF53613	False	None	False	None	None
g10033.t1	hypothetical protein	IPR011701,IPR020846,IPR036259	GO:0022857,GO:0055085	SSF103473	False	None	False	None	None
g10034.t1	Glyoxylate/hydroxypyruvate reductase B	IPR006139,IPR006140,IPR029752,IPR029753,IPR036291	GO:0016616,GO:0051287	SSF51735,SSF52283	False	None	False	None	None
g10035.t1	hypothetical protein	IPR000843,IPR010982,IPR028082	GO:0003677,GO:0006355	SSF47413,SSF53822	False	None	False	None	None
g10036.t1	hypothetical protein	IPR006091,IPR009100,IPR013107,IPR013786,IPR036250	GO:0016627,GO:0050660	SSF47203,SSF56645	False	None	False	None	None
g10037.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10038.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10039.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10040.t1	hypothetical protein	IPR003439,IPR003593,IPR027417	GO:0005524	SSF52540	False	None	False	None	None
g10041.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10042.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10043.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10044.t1	Peroxiredoxin-6	IPR000866,IPR013766,IPR019479,IPR024706,IPR036249	GO:0016209,GO:0016491,GO:0051920	SSF52833	False	None	False	None	None
g10045.t1	Guanine/hypoxanthine permease GhxP	IPR006043	GO:0016020,GO:0022857,GO:0055085	None	False	None	False	None	None
g10046.t1	Glutaryl-CoA dehydrogenase, mitochondrial	IPR006089,IPR006091,IPR009075,IPR009100,IPR013786,IPR036250	GO:0003995,GO:0016627,GO:0050660	SSF47203,SSF56645	False	None	False	None	None
g10047.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10048.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10049.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10050.t1	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	IPR004399,IPR013749,IPR029056	GO:0008972,GO:0009228	SSF53613	False	None	False	None	None
g10051.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10052.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10053.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10054.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10055.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10056.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10057.t1	Adenosylhomocysteinase	IPR000043,IPR015878,IPR020082,IPR036291	GO:0004013	SSF51735,SSF52283	False	None	False	None	None
g10058.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10059.t1	Methylenetetrahydrofolate reductase	IPR003171,IPR029041	GO:0004489,GO:0006555	SSF51730	False	None	False	None	None
g10060.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10061.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10062.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10063.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10064.t1	hypothetical protein	IPR001509,IPR036291	GO:0003824	SSF51735	False	None	False	None	None
g10065.t1	hypothetical protein	IPR004045,IPR036249,IPR036282,IPR040079	GO:0005515,GO:0006749	SSF47616,SSF52833	False	None	False	None	None
g10066.t1	Multifunctional CCA protein	IPR002646,IPR003607,IPR006674,IPR012006,IPR032828,IPR043519	GO:0001680,GO:0003723,GO:0004810,GO:0005524,GO:0006396,GO:0016779	SSF81301,SSF81891	False	None	False	None	None
g10067.t1	Glutamate/aspartate import solute-binding protein	IPR001638	None	SSF53850	False	None	False	None	None
g10068.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10069.t1	hypothetical protein	IPR005814,IPR015424	GO:0008483,GO:0030170	SSF53383	False	None	False	None	None
g10070.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10071.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10072.t1	Nitrogen assimilation regulatory protein NtrX	IPR001789,IPR002197,IPR009057,IPR011006	GO:0000160,GO:0043565	SSF46689,SSF52172	False	None	False	None	None
g10073.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10074.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10075.t1	hypothetical protein	IPR001678,IPR004573,IPR006027,IPR018314,IPR023267,IPR029063,IPR035926	GO:0001510,GO:0003723,GO:0006355,GO:0006364,GO:0008168,GO:0008649	SSF48013,SSF53335	False	None	False	None	None
g10076.t1	Protease HtpX homolog	IPR001915,IPR022919	GO:0004222,GO:0006508	None	False	None	False	None	None
g10077.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10078.t1	Methionyl-tRNA formyltransferase	IPR001555,IPR002376,IPR005793,IPR005794,IPR011034,IPR036477,IPR041711,IPR044135	GO:0003824,GO:0004479,GO:0009058,GO:0016742,GO:0071951	SSF50486,SSF53328	False	None	False	None	None
g10079.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10080.t1	Peptide deformylase 1	IPR023635,IPR036821	GO:0042586	SSF56420	False	None	False	None	None
g10081.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10082.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10083.t1	DNA-processing protein A	IPR003488,IPR041614	GO:0009294	SSF102405	False	None	False	None	None
g10084.t1	hypothetical protein	IPR000380,IPR003601,IPR003602,IPR005738,IPR006171,IPR013497,IPR023405,IPR023406,IPR025589,IPR034144	GO:0003677,GO:0003916,GO:0003917,GO:0006265	SSF56712	False	None	False	None	None
g10085.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10086.t1	hypothetical protein	IPR000873,IPR020845,IPR025110	None	SSF56801	False	None	False	None	None
g10087.t1	Peptidoglycan glycosyltransferase MrdB	IPR001182,IPR011923,IPR018365	GO:0008360,GO:0016021,GO:0051301	None	False	None	False	None	None
g10088.t1	hypothetical protein	IPR001460,IPR005311,IPR012338,IPR017790,IPR036138	GO:0008658,GO:0009002,GO:0009252,GO:0016020	SSF56519,SSF56601	False	None	False	None	None
g10089.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10090.t1	hypothetical protein	None	None	None	False	None	False	None	None
g10091.t1	Cell shape-determining protein MreB	IPR004753,IPR043129	GO:0000902	SSF53067	False	None	False	None	None
